	Tail	Head
180	10197198	3728555
181	10197198	6423182
182	10197198	8405745
183	10207172	1446802
184	10207172	1516628
185	10207172	1901764
186	10207172	1902501
187	10207172	2205920
188	10207172	2507922
189	10207172	3275717
190	10207172	3309126
191	10207172	7537670
192	10207172	7612220
193	10207172	7710714
194	10207172	7761837
195	10207172	7868915
196	10207172	8093606
197	10207172	8258349
198	10207172	8314024
199	10207172	8314025
200	10207172	8551245
201	10207172	8593938
202	10207172	8635658
203	10207172	8765018
204	10207172	8871671
205	10207172	8906855
206	10207172	9094710
207	10207172	9254659
208	10207172	9314549
209	10207172	9362527
210	10207172	9625758
211	10207172	9770521
212	10209433	3557875
213	10209433	9135404
214	10209433	9196671
215	10209507	1541383
216	10209507	2784589
217	10209507	3661182
218	10209507	3701514
219	10209507	6476871
220	10209507	7542194
221	10209507	7789630
222	10209507	7883223
223	10209507	8549862
224	10209507	8582549
225	10209507	8737029
226	10209507	8772718
227	10209507	8772719
228	10209507	8842593
229	10209507	8920894
230	10209507	9053453
231	10209507	9075797
232	10209507	9094710
233	10209507	9166663
234	10209507	9254659
235	10209507	9334358
236	10209507	9421467
237	10209508	1516768
238	10209508	1541383
239	10209508	1612192
240	10209508	1936622
241	10209508	2784133
242	10209508	3486790
243	10209508	3514336
244	10209508	3896901
245	10209508	7619493
246	10209508	7706455
247	10209508	7737259
248	10209508	8270130
249	10209508	8314020
250	10209508	8317480
251	10209508	8666144
252	10209508	8675560
253	10209508	8872058
254	10209508	9028724
255	10209508	9314633
256	10209508	9562346
257	10209508	9836516
258	10212083	2215594
259	10212083	2233244
260	10212083	2453387
261	10212083	2566050
262	10212083	2898620
263	10212083	3101866
264	10212083	3894969
265	10212083	6340416
266	10212083	9059185
267	10221937	1884889
268	10221937	2065863
269	10221937	2466379
270	10221937	3391346
271	10221937	7907682
272	10221937	8243865
273	10221937	8307260
274	10221937	8436836
275	10221937	8557457
276	10221937	9118767
277	10221937	9135940
278	10233208	1347259
279	10233208	1422588
280	10233208	1511805
281	10233208	8080489
282	10233208	8521759
283	10233208	8761857
284	10233208	9179541
285	10233747	7515187
286	10233747	7532678
287	10233747	8522063
288	10233747	8864825
289	10233747	9238035
290	10233747	9379064
291	10233747	9410902
292	10233747	9933449
293	10323602	1600834
294	10323602	1644920
295	10323602	1991568
296	10323602	2010050
297	10323602	3106122
298	10323602	3283554
299	10323602	6094129
300	10323602	6750845
301	10323602	7781699
302	10323602	7859590
303	10323602	8419906
304	10323602	8436249
305	10323602	9314012
306	10323602	9399622
307	10330425	1834504
308	10330425	2521836
309	10333910	1547919
310	10333910	1612203
311	10333910	2384191
312	10333910	2647552
313	10333910	2668076
314	10333910	3113568
315	10333910	3414496
316	10333910	3582820
317	10333910	3769714
318	10333910	3803744
319	10333910	3825934
320	10333910	6363177
321	10333910	6818073
322	10333910	7732997
323	10333910	8366922
324	10333910	8772731
325	10333910	9356033
326	10334318	1425083
327	10334318	2065046
328	10334318	2869996
329	10334318	3825934
330	10334318	4054448
331	10334318	6698317
332	10334318	7732997
333	10334318	7821175
334	10334318	8168638
335	10334318	8366922
336	10334318	8640398
337	10334318	8772731
338	10334318	8799621
339	10334318	9051371
340	10334318	9096992
341	10336573	1833119
342	10336573	2040386
343	10336573	2853731
344	10336573	2969432
345	10336573	3023739
346	10336573	3090107
347	10336573	3609495
348	10336573	7851070
349	10336573	8454110
350	10336573	8741813
351	10336573	8941470
352	10336573	9212318
353	10337011	1516628
354	10337011	1899431
355	10337011	1909135
356	10337011	2205920
357	10337011	2510155
358	10337011	2522407
359	10337011	2523954
360	10337011	2661244
361	10337011	3275717
362	10337011	3309126
363	10337011	3525284
364	10337011	7537670
365	10337011	7694152
366	10337011	7722337
367	10337011	7729614
368	10337011	7761837
369	10337011	7769140
370	10337011	7860730
371	10337011	7888040
372	10337011	8093606
373	10337011	8105989
374	10337011	8145050
375	10337011	8315397
376	10337011	8397713
377	10337011	8405738
378	10337011	8666914
379	10337011	8826963
380	10337011	9022080
381	10344174	3054559
382	10344174	7741837
383	10344174	9382399
384	10359576	1675432
385	10359576	2163026
386	10359576	7537670
387	10359576	7589082
388	10359576	7612220
389	10359576	7694152
390	10359576	7710714
391	10359576	7730655
392	10359576	8072542
393	10359576	8133041
394	10359576	8543793
395	10359576	9043946
396	10359576	9743359
397	10378067	1468309
398	10378067	1468317
399	10378067	1591793
400	10378067	1608115
401	10378067	1681160
402	10378067	1729850
403	10378067	1778354
404	10378067	1943751
405	10378067	1951827
406	10378067	2052059
407	10378067	2076801
408	10378067	2272613
409	10378067	2507264
410	10378067	2693013
411	10378067	2951207
412	10378067	3056758
413	10378067	3102297
414	10378067	3677976
415	10378067	3751866
416	10378067	3825934
417	10378067	3899554
418	10378067	3899806
419	10378067	6369869
420	10378067	6376244
421	10378067	6381005
422	10378067	6439529
423	10378067	7497858
424	10378067	7623902
425	10378067	7821145
426	10378067	8013748
427	10378067	8458535
428	10378067	9096977
429	10378067	9167112
430	10378067	9368278
431	10378067	9368810
432	10378067	9492899
433	10378067	9539998
434	10378067	9540013
435	10378067	9545119
436	10378067	9592637
437	10378067	9699091
438	10378067	9706116
439	10388983	1513106
440	10388983	2507381
441	10388983	2522370
442	10388983	2869996
443	10388983	3825934
444	10388983	4054448
445	10388983	7556961
446	10388983	7732997
447	10388983	7743762
448	10388983	7958539
449	10388983	8366922
450	10388983	8455366
451	10388983	8666151
452	10388983	8842069
453	10393700	1516482
454	10393700	1744803
455	10393700	2016534
456	10393700	2792577
457	10393700	2891993
458	10393700	3159965
459	10393700	3286344
460	10393700	7540571
461	10393700	7664638
462	10393700	7883951
463	10393700	7989457
464	10393700	8138054
465	10393700	8635648
466	10393700	8720604
467	10393700	9094680
468	10393700	9562350
469	10393957	7573053
470	10393957	7789622
471	10393957	7858104
472	10393957	8072542
473	10393957	8072544
474	10393957	8247037
475	10393957	8666144
476	10393957	8733139
477	10393957	8772714
478	10393957	8817351
479	10393957	9259273
480	10393957	9428763
481	10396483	3056758
482	10396483	8105502
483	10396483	9006306
484	10403912	1697648
485	10403912	7657822
486	10403912	7694152
487	10403912	7729610
488	10403912	7911924
489	10403912	7962558
490	10403912	8232539
491	10403912	8314020
492	10403912	8617984
493	10403912	8635655
494	10403912	8679127
495	10403912	8772714
496	10403912	8816982
497	10403912	8955220
498	10403912	8958223
499	10403912	8971095
500	10403912	9084973
501	10403912	9153283
502	10403912	9185878
503	10403912	9223318
504	10403912	9237801
505	10403913	1522229
506	10403913	1570315
507	10403913	1674689
508	10403913	1793533
509	10403913	1828030
510	10403913	2205920
511	10403913	2307094
512	10403913	3309126
513	10403913	3585250
514	10403913	7861877
515	10403913	8168644
516	10403913	8415751
517	10403913	8543793
518	10403913	8666144
519	10403913	8772721
520	10403913	9421371
521	10403914	1831356
522	10403914	2137423
523	10403914	3275555
524	10403914	8617981
525	10403914	8993020
526	10403914	9218833
527	10403914	9334358
528	10403914	9716913
529	10406747	10064092
530	10406747	1954451
531	10406747	8461648
532	10406747	8462770
533	10406747	8601111
534	10406747	9112021
535	10411548	10049952
536	10411548	1901764
537	10411548	1901765
538	10411548	2680367
539	10411548	7650494
540	10411548	7889411
541	10411548	8823297
542	10411548	9064326
543	10411548	9218758
544	10411548	9794447
545	10415164	1371995
546	10415164	7933840
547	10415164	8596270
548	10415164	9802757
549	10430937	1972779
550	10430937	2113614
551	10430937	2163026
552	10430937	2882518
553	10430937	3003909
554	10430937	7694152
555	10430937	7761837
556	10430937	8133041
557	10430937	8232539
558	10430937	8402882
559	10430937	8415742
560	10430937	8946834
561	10430937	9314555
562	10430937	9449718
563	10430937	9604865
564	10430937	9753294
565	10430937	9794372
566	10430939	1516628
567	10430939	1682198
568	10430939	1827081
569	10430939	2068098
570	10430939	2205920
571	10430939	3275717
572	10430939	3309126
573	10430939	7694152
574	10430939	7710714
575	10430939	7761837
576	10430939	7868915
577	10430939	7907110
578	10430939	8056042
579	10430939	8093606
580	10430939	8232539
581	10430939	8258349
582	10430939	8314024
583	10430939	8314025
584	10430939	8551245
585	10430939	8593938
586	10430939	8765018
587	10430939	8871671
588	10430939	8906855
589	10430939	9103469
590	10430939	9362527
591	10430939	9770521
592	10432906	1838044
593	10432906	2916872
594	10432906	8554212
595	10433489	1312491
596	10433489	1473611
597	10433489	1810603
598	10433489	2464683
599	10433489	2547480
600	10433489	2790373
601	10433489	3140677
602	10433489	3816968
603	10433489	7039365
604	10433489	7624391
605	10433489	7982267
606	10433489	8012717
607	10433489	8012721
608	10433489	8012723
609	10433489	8336132
610	10433489	8485872
611	10433489	8735642
612	10433489	8894169
613	10433489	8894182
614	10433489	9047037
615	10433489	9194692
616	10434871	3283552
617	10434871	367858
618	10434871	8989248
619	10447755	1899431
620	10447755	1909135
621	10447755	7590817
622	10447755	7836934
623	10447755	7988484
624	10447755	8056041
625	10447755	8095192
626	10447755	8168635
627	10447755	8181185
628	10447755	8558012
629	10447755	8720612
630	10447755	8933280
631	10447755	8940385
632	10447755	9022080
633	10447755	9166662
634	10447755	9178025
635	10447755	9341777
636	10447755	9366391
637	10447755	9609135
638	10449443	2576007
639	10449443	2583313
640	10449443	2785066
641	10449443	3540997
642	10449443	7612220
643	10449443	7667243
644	10449443	8149968
645	10449443	8168635
646	10449443	8420810
647	10449443	8621010
648	10449443	8811331
649	10449528	1406974
650	10449528	1570315
651	10449528	2139617
652	10449528	3302721
653	10449528	8288043
654	10449528	8397713
655	10449528	8990188
656	10449528	9449718
657	10449528	9620677
658	10449528	9662368
659	10449528	9892615
660	10455296	3410166
661	10455296	8090511
662	10455296	8316394
663	10455296	8723523
664	10455296	9535995
665	10460772	275862
666	10460772	2837042
667	10460772	3700028
668	10460772	7803350
669	10468619	10499190
670	10468619	1285360
671	10468619	1397718
672	10468619	1828024
673	10468619	2735454
674	10468619	2909412
675	10468619	3551628
676	10468619	3898868
677	10468619	7016638
678	10468619	7091310
679	10468619	7241881
680	10468619	7634750
681	10468619	8141280
682	10469241	1531718
683	10469241	1780326
684	10469241	2961642
685	10469241	3015785
686	10469241	6210590
687	10469241	6219023
688	10469241	6235141
689	10469241	6449703
690	10469241	6455320
691	10469241	7578872
692	10469241	7695875
693	10469241	7883124
694	10469241	7895158
695	10469241	7915204
696	10469241	8314017
697	10469241	8617981
698	10469241	9218833
699	10469241	9453286
700	10469241	9612252
701	10482607	1658938
702	10482607	1661690
703	10482607	2173763
704	10482607	6252275
705	10482607	7533736
706	10482607	7688327
707	10482607	8389806
708	10482607	8594615
709	10482607	8627262
710	10482607	8689584
711	10482607	9094680
712	10482607	9334358
713	10482607	9371645
714	10482607	9568690
715	10485916	10102716
716	10485916	2684709
717	10485916	2851978
718	10485916	7589853
719	10485916	8618487
720	10485916	9011569
721	10485916	9395094
722	10485916	9541165
723	10485916	9676728
724	10485916	9833944
725	10490436	1483818
726	10490436	1568533
727	10490436	1826238
728	10490436	1826245
729	10490436	2055338
730	10490436	2495112
731	10490436	3096039
732	10490436	3493184
733	10490436	7554783
734	10490436	8485957
735	10490436	8582127
736	10490436	9314756
737	10490436	9659089
738	10490521	1397787
739	10490521	2198189
740	10490521	2702906
741	10490521	2707223
742	10490521	3081208
743	10490521	3291561
744	10490521	3296962
745	10490521	3622209
746	10490521	3926200
747	10490521	3991281
748	10490521	8869191
749	10490521	9055883
750	10490521	9063410
751	10490521	9255188
752	10490521	9300228
753	10490521	9314756
754	10490521	9540013
755	10490522	1563583
756	10490522	1818792
757	10490522	1901765
758	10490522	2656353
759	10490522	2863632
760	10490522	3246128
761	10490522	3792661
762	10490522	3878809
763	10490522	6116858
764	10490522	6127504
765	10490522	6959935
766	10490522	7698508
767	10490522	7821135
768	10490522	8168635
769	10490522	8194909
770	10490522	8292308
771	10490522	8307260
772	10490522	8582549
773	10490522	8729155
774	10490523	2004172
775	10490523	7711537
776	10490523	9314756
777	10491408	10078575
778	10491408	1532777
779	10491408	1899428
780	10491408	1900343
781	10491408	1906024
782	10491408	2105341
783	10491408	2121571
784	10491408	7622000
785	10491408	8638694
786	10491408	8897005
787	10491408	9032113
788	10491408	9392506
789	10491408	9495343
790	10491408	9703329
791	10491414	1357346
792	10491414	1446799
793	10491414	1468279
794	10491414	1532777
795	10491414	1587397
796	10491414	1996593
797	10491414	2060716
798	10491414	2226113
799	10491414	2240915
800	10491414	2305878
801	10491414	2403659
802	10491414	2651188
803	10491414	2664520
804	10491414	2874367
805	10491414	3056758
806	10491414	3283552
807	10491414	3289994
808	10491414	6384267
809	10491414	7555498
810	10491414	7621989
811	10491414	7713313
812	10491414	7776502
813	10491414	8247074
814	10491414	8894480
815	10491414	8894494
816	10491414	9166672
817	10491414	9715376
818	10491414	9715377
819	10491414	9794097
820	10501653	10212830
821	10501653	10212834
822	10501653	1396318
823	10501653	1532777
824	10501653	1935920
825	10501653	2173562
826	10501653	2370888
827	10501653	7629237
828	10501653	7972005
829	10501653	8392181
830	10501653	8425485
831	10501653	8781770
832	10501653	8784789
833	10501653	9032113
834	10501653	9108124
835	10501653	9165224
836	10501653	9495343
837	10502544	1473616
838	10502544	2965652
839	10502544	6530055
840	10502544	7034525
841	10502544	7532600
842	10502544	7722337
843	10502544	7761837
844	10502544	7789630
845	10502544	7962558
846	10502544	8013261
847	10502544	8090207
848	10502544	8397713
849	10502544	8866557
850	10502544	9084973
851	10502544	9087870
852	10502544	9218754
853	10502544	9244304
854	10502544	9521193
855	10502544	9529658
856	10502544	9529659
857	10502544	9605629
858	10502544	9645988
859	10502544	9662368
860	10510086	7836934
861	10510086	9075796
862	10510086	9428763
863	10510086	9529321
864	10510434	7624391
865	10510434	7628610
866	10516670	1313726
867	10516670	1412587
868	10516670	1451951
869	10516670	1858864
870	10516670	2068089
871	10516670	6326584
872	10516670	6416913
873	10516670	7713308
874	10516670	7733369
875	10516670	8130359
876	10516670	8150229
877	10516670	8156408
878	10516670	8477873
879	10516670	8593943
880	10516670	8635669
881	10516670	8719804
882	10516670	8733594
883	10516670	9084964
884	10516670	9217885
885	10516670	9252493
886	10516670	9252494
887	10516670	9498627
888	10516670	9605553
889	10521293	1284550
890	10521293	3490363
891	10521293	7490992
892	10521293	7924787
893	10521293	7987399
894	10521293	8651280
895	10521293	8808601
896	10521293	881709
897	10521293	9491819
898	10521293	9771706
899	10521293	9817917
900	10540156	1499477
901	10540156	1612229
902	10540156	1777977
903	10540156	2132409
904	10540156	7720735
905	10540156	8732624
906	10540156	9005968
907	10540156	9405914
908	10540156	9472678
909	10540156	9539991
910	10540181	7250530
911	10540181	7813805
912	10540181	8064245
913	10540181	8720604
914	10540181	9157089
915	10540181	9759615
916	10545530	1349989
917	10545530	1545870
918	10545530	8894494
919	10545530	8945470
920	10545530	8945471
921	10545530	9075818
922	10545530	9637677
923	10545530	9649577
924	10545531	7789636
925	10545531	8433729
926	10545531	8640221
927	10545531	8782826
928	10545531	8945470
929	10545531	8945471
930	10545531	9166680
931	10545531	9449683
932	10545531	9472859
933	10545531	9541507
934	10545531	9637677
935	10545531	9649577
936	10550318	3159965
937	10550318	9637517
938	10550321	1383070
939	10550321	1698597
940	10550321	1857552
941	10550321	1902427
942	10550321	2142224
943	10550321	2510903
944	10550321	2529948
945	10550321	2568957
946	10550321	2809476
947	10550321	2941683
948	10550321	3746343
949	10550321	4050972
950	10550321	6345245
951	10550321	6414860
952	10550321	6453533
953	10550321	6632773
954	10550321	7513041
955	10550321	7613616
956	10550321	7714922
957	10550321	7729613
958	10550321	7821385
959	10550321	8432407
960	10550321	9285497
961	10550321	9296561
962	10550321	9483370
963	10550321	9541170
964	10551191	7587918
965	10551191	8147960
966	10551191	8299440
967	10551191	8554205
968	10551191	9169397
969	10551191	9786807
970	10562303	10329962
971	10562303	7769135
972	10562303	8770029
973	10562303	8878419
974	10562307	10333048
975	10562307	10376440
976	10562307	7657822
977	10562307	7681990
978	10562307	7926297
979	10562307	7962558
980	10562307	8025212
981	10562307	9253351
982	10562307	9606176
983	10570128	1439783
984	10580857	1858864
985	10580857	2043955
986	10580857	2140232
987	10580857	2941683
988	10580857	6450274
989	10580857	6452018
990	10580857	7173521
991	10580857	7246053
992	10580857	7425570
993	10580857	7879605
994	10580857	8023930
995	10580857	8546031
996	10580857	8549867
997	10580857	8721779
998	10580857	9121817
999	10580857	9285499
1000	10588937	10404280
1001	10588937	1433573
1002	10588937	1720858
1003	10588937	7545064
1004	10588937	7588327
1005	10588937	9139984
1006	10588937	9773743
1007	10594551	1370298
1008	10594551	1382289
1009	10594551	1607079
1010	10594551	1612192
1011	10594551	1697648
1012	10594551	7505244
1013	10594551	7519242
1014	10594551	7532143
1015	10594551	7578849
1016	10594551	7681990
1017	10594551	7691667
1018	10594551	7694152
1019	10594551	7962558
1020	10594551	8039604
1021	10594551	8376591
1022	10594551	8405707
1023	10594551	8423231
1024	10594551	8423232
1025	10594551	8454115
1026	10594551	8486775
1027	10594551	8543838
1028	10594551	8574952
1029	10594551	8636356
1030	10594551	8743289
1031	10594551	8816975
1032	10594551	8877294
1033	10594551	8943434
1034	10594551	8958223
1035	10594551	9060005
1036	10594551	9084973
1037	10594551	9153283
1038	10594551	9223318
1039	10594551	9253351
1040	10594551	9528889
1041	10594551	9836516
1042	10594693	1303251
1043	10594693	1688592
1044	10594693	2056281
1045	10594693	2931313
1046	10594693	3904771
1047	10594693	6202817
1048	10594693	6220066
1049	10594693	6220083
1050	10594693	6339614
1051	10594693	6607315
1052	10594693	6865771
1053	10594693	6978807
1054	10594693	7026724
1055	10594693	7758121
1056	10594693	8586150
1057	10594693	8937686
1058	10594693	9571179
1059	10594693	9637495
1060	10611093	1532888
1061	10611093	1778668
1062	10611093	2318583
1063	10618410	1899431
1064	10618410	8207221
1065	10618410	8635643
1066	10618410	8994867
1067	10618410	9479861
1068	10618410	9719467
1069	10620608	10201997
1070	10620608	1503616
1071	10620608	1827081
1072	10620608	1901764
1073	10620608	1901765
1074	10620608	2029797
1075	10620608	2187469
1076	10620608	2217170
1077	10620608	2318983
1078	10620608	2882518
1079	10620608	3275717
1080	10620608	3309126
1081	10620608	3309680
1082	10620608	7515187
1083	10620608	7533734
1084	10620608	7612220
1085	10620608	7694152
1086	10620608	8056042
1087	10620608	8227346
1088	10620608	8232539
1089	10620608	8314024
1090	10620608	8314025
1091	10620608	8314439
1092	10620608	8543793
1093	10620608	8777718
1094	10620608	9625758
1095	10620608	9727063
1096	10620608	9836516
1097	10621901	1516506
1098	10621901	1991431
1099	10621901	2209318
1100	10621901	7677834
1101	10621901	7821134
1102	10621901	8462387
1103	10630154	10068380
1104	10630154	1608115
1105	10630154	1681160
1106	10630154	2052059
1107	10630154	2060430
1108	10630154	3535397
1109	10630154	7497852
1110	10630154	7888929
1111	10630154	8237971
1112	10630154	8651839
1113	10630154	9368278
1114	10630905	1515760
1115	10630905	1960349
1116	10630905	2837388
1117	10630905	3661182
1118	10630905	8281737
1119	10630905	8941466
1120	10637268	10192335
1121	10637268	10201997
1122	10637268	2179951
1123	10637268	2405400
1124	10637268	2966437
1125	10637268	3275717
1126	10637268	3309126
1127	10637268	7694152
1128	10637268	8064245
1129	10637268	8232539
1130	10637268	8258349
1131	10637268	8314024
1132	10637268	8314025
1133	10637268	8402882
1134	10637268	8551245
1135	10637268	8765018
1136	10637268	8871671
1137	10637268	8920883
1138	10637268	9133540
1139	10637268	9379064
1140	10637268	9780157
1141	10637268	9846494
1142	10637268	9892615
1143	10642598	10025399
1144	10642598	7989470
1145	10642598	8104271
1146	10642598	8522051
1147	10642598	8712800
1148	10642598	9038347
1149	10642598	9398740
1150	10642598	9495343
1151	10642598	9844629
1152	10643211	7734015
1153	10643211	8911977
1154	10643211	8911981
1155	10643211	9184703
1156	10643211	9209206
1157	10643211	9516221
1158	10643211	9519738
1159	10643211	9561345
1160	10643211	9571333
1161	10646024	2387197
1162	10646024	6381190
1163	10646024	7264787
1164	10646024	7554786
1165	10666428	10102706
1166	10666428	10333910
1167	10666428	7622004
1168	10666428	7734740
1169	10666428	7826293
1170	10666428	8366922
1171	10666428	8455366
1172	10666428	8826962
1173	10666428	9682700
1174	10675352	10485707
1175	10675352	9329383
1176	10675352	9389757
1177	10675352	9664082
1178	10675352	9784493
1179	10675352	9844629
1180	10675357	1556176
1181	10675357	1587397
1182	10675357	2163202
1183	10675357	2499587
1184	10675357	6376244
1185	10675357	8666143
1186	10675357	9032113
1187	10675357	9108124
1188	10675357	9519744
1189	10677313	3177389
1190	10677313	7611284
1191	10677313	9758619
1192	10677335	10053014
1193	10677335	7704030
1194	10677335	7773291
1195	10677335	7789624
1196	10677335	8072542
1197	10677335	8447318
1198	10677335	8817351
1199	10677335	8981961
1200	10677335	9075813
1201	10677335	9215667
1202	10677335	9215668
1203	10677335	9296067
1204	10677335	9467012
1205	10677335	9683605
1206	10677521	10199761
1207	10677521	10330293
1208	10677521	10331402
1209	10677521	10384157
1210	10677521	1569152
1211	10677521	2676660
1212	10677521	2917700
1213	10677521	3666319
1214	10677521	7544254
1215	10677521	7556984
1216	10677521	7926304
1217	10677521	7948603
1218	10677521	8218828
1219	10677521	8408615
1220	10677521	8666144
1221	10677521	8690153
1222	10677521	8817105
1223	10677521	9075816
1224	10677521	9218753
1225	10677521	9356015
1226	10677521	9542768
1227	10677521	9836516
1228	106781	339853
1229	10683186	10630111
1230	10683186	3290006
1231	10683186	9270377
1232	10683375	10190896
1233	10683375	10202002
1234	10683375	10207172
1235	10683375	10415060
1236	10683375	10430939
1237	10683375	1827081
1238	10683375	1899142
1239	10683375	7686860
1240	10683375	8093606
1241	10683375	8100367
1242	10683375	8258349
1243	10683375	8314024
1244	10683375	8314025
1245	10683375	8593938
1246	10683375	8871671
1247	10683375	8906855
1248	10683375	9094710
1249	10683375	9254659
1250	10683375	9314549
1251	10683375	9314555
1252	10683375	9334358
1253	10683375	9362527
1254	10683375	9739059
1255	10683375	9811884
1256	10691912	1346821
1257	10691912	1697648
1258	10691912	7505244
1259	10691912	7706455
1260	10691912	8063033
1261	10691912	8098789
1262	10691912	8426122
1263	10691912	8734572
1264	10691912	9075797
1265	10692053	1280239
1266	10692053	1675200
1267	10692053	8207221
1268	10692053	8422831
1269	10692053	8635641
1270	10692053	9356015
1271	10692053	9684995
1272	10692053	9836516
1273	10696112	8866553
1274	10696112	8945470
1275	10696112	8945471
1276	10696112	9045858
1277	10696112	9059762
1278	10696112	9075819
1279	10696112	9097962
1280	10696112	9166684
1281	10696112	9287053
1282	10696112	9313763
1283	10696112	9605628
1284	10696112	9626139
1285	10699054	10053014
1286	10699054	10090898
1287	10699054	10213040
1288	10699054	10331157
1289	10699054	10426387
1290	10699054	10436381
1291	10699054	1675432
1292	10699054	7580548
1293	10699054	7773291
1294	10699054	7842018
1295	10699054	8072542
1296	10699054	8072544
1297	10699054	8401590
1298	10699054	8733139
1299	10699054	9257847
1300	10699054	9354805
1301	10699054	9530623
1302	10699054	9614609
1303	10699054	9647636
1304	10699054	9662408
1305	10699054	9662409
1306	10699054	9662410
1307	10699054	9683605
1308	10699054	9788970
1309	10699054	9914216
1310	10704145	1378415
1311	10704145	3046964
1312	10704145	7858114
1313	10704145	8858209
1314	10704145	9094710
1315	10704145	9334358
1316	10704145	9753289
1317	10708445	10411548
1318	10708445	1901764
1319	10708445	1901765
1320	10708445	2191074
1321	10708445	219345
1322	10708445	3240835
1323	10708445	7614998
1324	10708445	7860730
1325	10708445	7889411
1326	10708445	7964474
1327	10708445	8777718
1328	10708445	9053453
1329	10708445	9275207
1330	10708445	9662368
1331	10708445	9794447
1332	10714635	1858159
1333	10714635	2659996
1334	10714635	7770927
1335	10714635	7839428
1336	10714635	8008349
1337	10714635	8019025
1338	10714635	8057515
1339	10714635	8061362
1340	10714635	8342097
1341	10714635	8366922
1342	10714635	8824472
1343	10718777	3543616
1344	10718777	3780381
1345	10718777	3899825
1346	10718777	7691511
1347	10718777	9628276
1348	10718777	9742976
1349	10725270	10433489
1350	10725270	1422588
1351	10725270	1467844
1352	10725270	2464683
1353	10725270	2547480
1354	10725270	2776149
1355	10725270	3157432
1356	10725270	3493187
1357	10725270	7713355
1358	10725270	8012717
1359	10725270	8012723
1360	10725270	8458394
1361	10725270	8482502
1362	10725270	8719940
